"Id","OwnerId","IsDeleted","Name","nFORCE__Api_Key__c","nFORCE__Classification_Tag__c","nFORCE__Default_Text_Answer__c","nFORCE__Form_Type__c","nFORCE__Group__c","nFORCE__Help_Text__c","nFORCE__Is_Archived__c","nFORCE__Is_Required__c","nFORCE__Label__c","nFORCE__Maximum__c","nFORCE__Minimum__c","nFORCE__Order__c","nFORCE__Target_Answer_Field__c","nFORCE__lookupKey__c","nFORCE__Decimal_Scale__c"
"a0gWD000002Gz05YAC","005al00000RVcKvAAL","false","Q-001155","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a304W00000AWE7pQAH",""
"a0gWD000002Gz06YAC","005al00000RVcKvAAL","false","Q-001156","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any dunds under the credit facility?","","","3.0","","a304W00000AWE7qQAH",""
"a0gWD000002Gz07YAC","005al00000RVcKvAAL","false","Q-001157","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a304W00000AWE7rQAH",""
"a0gWD000002Gz08YAC","005al00000RVcKvAAL","false","Q-001158","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a304W00000AWE7sQAH",""
"a0gWD000002Gz09YAC","005al00000RVcKvAAL","false","Q-001159","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a304W00000AWE7tQAH",""
"a0gWD000002Gz0AYAS","005al00000RVcKvAAL","false","Q-001160","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a304W00000AWE7uQAH",""
"a0gWD000002Gz0BYAS","005al00000RVcKvAAL","false","Q-001161","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a304W00000AWE7vQAH",""
"a0gWD000002Gz0CYAS","005al00000RVcKvAAL","false","Q-001162","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a304W00000AWE7wQAH",""
"a0gWD000002Gz0DYAS","005al00000RVcKvAAL","false","Q-001163","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a304W00000AWE7xQAH",""
"a0gWD000002Gz0EYAS","005al00000RVcKvAAL","false","Q-001164","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a304W00000AWE7yQAH",""
"a0gWD000002Gz0FYAS","005al00000RVcKvAAL","false","Q-001165","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a304W00000AWE7zQAH",""
"a0gWD000002Gz0GYAS","005al00000RVcKvAAL","false","Q-001166","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a304W00000AWE80QAH",""
"a0gWD000002Gz0HYAS","005al00000RVcKvAAL","false","Q-001167","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a304W00000AWE81QAH",""
"a0gWD000002Gz0IYAS","005al00000RVcKvAAL","false","Q-001168","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a304W00000AWE82QAH",""
"a0gWD000002Gz0JYAS","005al00000RVcKvAAL","false","Q-001169","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","5.0","","a304W00000AWE83QAH",""
"a0gWD000002Gz0KYAS","005al00000RVcKvAAL","false","Q-001170","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","1.0","","a304W00000AWE84QAH",""
"a0gWD000002Gz0LYAS","005al00000RVcKvAAL","false","Q-001171","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","2.0","","a304W00000AWE85QAH",""
"a0gWD000002Gz0MYAS","005al00000RVcKvAAL","false","Q-001172","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","3.0","","a304W00000AWE86QAH",""
"a0gWD000002Gz0NYAS","005al00000RVcKvAAL","false","Q-001173","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a304W00000AWE87QAH",""
"a0gWD000002Gz0OYAS","005al00000RVcKvAAL","false","Q-001174","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a304W00000AWE88QAH",""
"a0gWD000002Gz0PYAS","005al00000RVcKvAAL","false","Q-001175","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a304W00000AWE89QAH",""
"a0gWD000002Gz0QYAS","005al00000RVcKvAAL","false","Q-001176","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify this loan is not CRA reportable?","","","5.0","","a304W00000AWE8AQAX",""
"a0gWD000002Gz0RYAS","005al00000RVcKvAAL","false","Q-001177","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How often do you send money out of the country?","","","0.0","","a304W00000AWE8BQAX",""
"a0gWD000002Gz0SYAS","005al00000RVcKvAAL","false","Q-001178","","","","Picklist","a0XWD000002hCCr2AM","","false","false","May I ask you a few more questions to better understand your needs?","","","5.0","","a304W00000AWE8CQAX",""
"a0gWD000002Gz0TYAS","005al00000RVcKvAAL","false","Q-001179","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you prefer to monitor your account activity?","","","8.0","","a304W00000AWE8DQAX",""
"a0gWD000002Gz0UYAS","005al00000RVcKvAAL","false","Q-001180","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay for purchases?","","","6.0","","a304W00000AWE8EQAX",""
"a0gWD000002Gz0VYAS","005al00000RVcKvAAL","false","Q-001181","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay your monthly bills?","","","7.0","","a304W00000AWE8FQAX",""
"a0gWD000002Gz0WYAS","005al00000RVcKvAAL","false","Q-001182","","","","Picklist","a0XWD000002hCCr2AM","","true","false","How often do you send money out of the country?","","","0.0","","a304W00000AWE8GQAX",""
"a0gWD000002Gz0XYAS","005al00000RVcKvAAL","false","Q-001183","","","","Picklist","a0XWD000002hCCr2AM","","false","false","Do you typically make cash deposits?","","","2.0","","a304W00000AWE8HQAX",""
"a0gWD000002Gz0YYAS","005al00000RVcKvAAL","false","Q-001184","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How much in cash are you typically depositing?","","","3.0","","a304W00000AWE8IQAX",""
"a0gWD000002Gz0ZYAS","005al00000RVcKvAAL","false","Q-001185","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically make your deposits?","","","1.0","","a304W00000AWE8JQAX",""
"a0gWD000002Gz0aYAC","005al00000RVcKvAAL","false","Q-001186","","","","Picklist","a0XWD000002hCCr2AM","","false","false","What type of automatic payments do you have coming out of your accounts?","","","4.0","","a304W00000AWE8KQAX",""
"a0gWD000002Gz0bYAC","005al00000RVcKvAAL","false","Q-001187","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a304W00000AWE8LQAX",""
"a0gWD000002Gz0cYAC","005al00000RVcKvAAL","false","Q-001188","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a304W00000AWE8MQAX",""
"a0gWD000002Gz0dYAC","005al00000RVcKvAAL","false","Q-001189","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a304W00000AWE8NQAX",""
"a0gWD000002Gz0eYAC","005al00000RVcKvAAL","false","Q-001190","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a304W00000AWE8OQAX",""
"a0gWD000002Gz0fYAC","005al00000RVcKvAAL","false","Q-001191","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a304W00000AWE8PQAX",""
"a0gWD000002Gz0gYAC","005al00000RVcKvAAL","false","Q-001192","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a304W00000AWE8QQAX",""
"a0gWD000002Gz0hYAC","005al00000RVcKvAAL","false","Q-001193","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a304W00000AWE8RQAX",""
"a0gWD000002Gz0iYAC","005al00000RVcKvAAL","false","Q-001194","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a304W00000AWE8SQAX",""
"a0gWD000002Gz0jYAC","005al00000RVcKvAAL","false","Q-001195","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a304W00000AWE8TQAX",""
"a0gWD000002Gz0kYAC","005al00000RVcKvAAL","false","Q-001196","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a304W00000AWE8UQAX",""
"a0gWD000002Gz0lYAC","005al00000RVcKvAAL","false","Q-001197","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a304W00000AWE8VQAX",""
"a0gWD000002Gz0mYAC","005al00000RVcKvAAL","false","Q-001198","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a304W00000AWE8WQAX",""
"a0gWD000002Gz0nYAC","005al00000RVcKvAAL","false","Q-001199","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan secured by a residential dwelling including: 1-2 Family home (condominium) Manufactured housing (with or without land) Multi-family dwelling (five or more units)?","","","0.0","","a304x000000EWmiAAG",""
"a0gWD000002Gz0oYAC","005al00000RVcKvAAL","false","Q-001200","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a304x000000EWmjAAG",""
"a0gWD000002Gz0pYAC","005al00000RVcKvAAL","false","Q-001201","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan purpose to purchase, improve, or refinance a dwelling?","","","1.0","","a304x000000EWmkAAG",""
"a0gWD000002Gz0qYAC","005al00000RVcKvAAL","false","Q-001202","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of imporving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a304x000000EWmlAAG",""
"a0gWD000002Gz0rYAC","005al00000RVcKvAAL","false","Q-001203","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan a construction-only, bridge loan, or other temporary financing expected to be replaced with permanent financing?","","","3.0","","a304x000000EWmmAAG",""
"a0gWD000002Gz0sYAC","005al00000RVcKvAAL","false","Q-001204","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan IS NOT HMDA Reportable.","","","4.0","","a304x000000EWmnAAG",""
"a0gWD000002Gz0tYAC","005al00000RVcKvAAL","false","Q-001205","","","","Picklist","a0XWD000002hCCv2AM","","false","false","Is any borrower, co-borrower, or guarantor an executive officer, director, or principal shareholder of that bank, of a bank holding company of which the member bank is a subsidiary, and of any other subsidiary of that bank holding company?","","","0.0","","a304x000000EWmoAAG",""
"a0gWD000002Gz0uYAC","005al00000RVcKvAAL","false","Q-001206","","","","Picklist","a0XWD000002hCCv2AM","","true","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a304x000000EWmpAAG",""
"a0gWD000002Gz0vYAC","005al00000RVcKvAAL","false","Q-001207","","","","Picklist","a0XWD000002hCCv2AM","","true","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a304x000000EWmqAAG",""
"a0gWD000002Gz0wYAC","005al00000RVcKvAAL","false","Q-001208","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a304x000000EWmrAAG",""
"a0gWD000002Gz0xYAC","005al00000RVcKvAAL","false","Q-001209","","","","Picklist","a0XWD000002hCCv2AM","","false","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a304x000000EWmsAAG",""
"a0gWD000002Gz0yYAC","005al00000RVcKvAAL","false","Q-001210","","","","Picklist","a0XWD000002hCCv2AM","","false","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a304x000000EWmtAAG",""
"a0gWD000002Gz0zYAC","005al00000RVcKvAAL","false","Q-001211","","","","Picklist","a0XWD000002hCD22AM","","false","false","Is any borrower, co-borrower, or guarantor company directly or indirectly controlled, sponsored, or advised by our bank?","","","0.0","","a304x000000EWmuAAG",""
"a0gWD000002Gz10YAC","005al00000RVcKvAAL","false","Q-001212","","","","Picklist","a0XWD000002hCD22AM","","false","false","I certify that Reg W applies to this loan.","","","5.0","","a304x000000EWmvAAG",""
"a0gWD000002Gz11YAC","005al00000RVcKvAAL","false","Q-001213","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan HMDA reportable?","","","0.0","","a304x000000EWmwAAG",""
"a0gWD000002Gz12YAC","005al00000RVcKvAAL","false","Q-001214","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan a renewal, extension or modification of a previously HMDA reportable file?","","","1.0","","a304x000000EWmxAAG",""
"a0gWD000002Gz13YAC","005al00000RVcKvAAL","false","Q-001215","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan for business purposes?","","","2.0","","a304x000000EWmyAAG",""
"a0gWD000002Gz14YAC","005al00000RVcKvAAL","false","Q-001216","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is the loan amount $1 Million or less?","","","3.0","","a304x000000EWmzAAG",""
"a0gWD000002Gz15YAC","005al00000RVcKvAAL","false","Q-001217","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan an origination?","","","4.0","","a304x000000EWn0AAG",""
"a0gWD000002Gz16YAC","005al00000RVcKvAAL","false","Q-001218","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify that this loan is CRA reportable?","","","6.0","","a304x000000EWn1AAG",""
"a0gWD000002Gz17YAC","005al00000RVcKvAAL","false","Q-001219","","","","Picklist","a0XWD000002hCCm2AM","","false","true","Will this loan be used for construction of:","","","0.0","","a304x000000EWn2AAG",""
"a0gWD000002Gz18YAC","005al00000RVcKvAAL","false","Q-001220","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Is the LTV ratio less than or equal to the applicable maximum supervisory LTV ratio?","","","1.0","","a304x000000EWn3AAG",""
"a0gWD000002Gz19YAC","005al00000RVcKvAAL","false","Q-001221","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a304x000000EWn4AAG",""
"a0gWD000002Gz1AYAS","005al00000RVcKvAAL","false","Q-001222","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any funds under the credit facility?","","","3.0","","a304x000000EWn5AAG",""
"a0gWD000002Gz1BYAS","005al00000RVcKvAAL","false","Q-001223","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a304x000000EWn6AAG",""
"a0gWD000002Gz1CYAS","005al00000RVcKvAAL","false","Q-001224","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a304x000000EWn7AAG",""
"a0gWD000002Gz1DYAS","005al00000RVcKvAAL","false","Q-001225","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a304x000000EWn8AAG",""
"a0gWD000002Gz1EYAS","005al00000RVcKvAAL","false","Q-001226","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a304x000000EWn9AAG",""
"a0gWD000002Gz1FYAS","005al00000RVcKvAAL","false","Q-001227","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a304x000000EWnAAAW",""
"a0gWD000002Gz1GYAS","005al00000RVcKvAAL","false","Q-001228","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a304x000000EWnBAAW",""
"a0gWD000002Gz1HYAS","005al00000RVcKvAAL","false","Q-001229","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a304x000000EWnCAAW",""
"a0gWD000002Gz1IYAS","005al00000RVcKvAAL","false","Q-001230","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a304x000000EWnDAAW",""
"a0gWD000002Gz1JYAS","005al00000RVcKvAAL","false","Q-001231","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a304x000000EWnEAAW",""
"a0gWD000002Gz1KYAS","005al00000RVcKvAAL","false","Q-001232","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a304x000000EWnFAAW",""
"a0gWD000002Gz1LYAS","005al00000RVcKvAAL","false","Q-001233","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a304x000000EWnGAAW",""
"a0gWD000002Gz1MYAS","005al00000RVcKvAAL","false","Q-001234","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a304x000000EWnHAAW",""
"a0gWD000002Gz1NYAS","005al00000RVcKvAAL","false","Q-001235","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","5.0","","a304x000000EWnIAAW",""
"a0gWD000002Gz1OYAS","005al00000RVcKvAAL","false","Q-001236","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","2.0","","a304x000000EWnJAAW",""
"a0gWD000002Gz1PYAS","005al00000RVcKvAAL","false","Q-001237","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","3.0","","a304x000000EWnKAAW",""
"a0gWD000002Gz1QYAS","005al00000RVcKvAAL","false","Q-001238","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","1.0","","a304x000000EWnLAAW",""
"a0gWD000002Gz1RYAS","005al00000RVcKvAAL","false","Q-001239","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a304x000000EWnMAAW",""
"a0gWD000002Gz1SYAS","005al00000RVcKvAAL","false","Q-001240","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a304x000000EWnNAAW",""
"a0gWD000002Gz1TYAS","005al00000RVcKvAAL","false","Q-001241","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a304x000000EWnOAAW",""
"a0gWD000002Gz1UYAS","005al00000RVcKvAAL","false","Q-001242","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify this loan is not CRA reportable?","","","5.0","","a304x000000EWnPAAW",""
"a0gWD000002Gz1VYAS","005al00000RVcKvAAL","false","Q-001243","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How often do you send money out of the country?","","","0.0","","a304x000000EWnQAAW",""
"a0gWD000002Gz1WYAS","005al00000RVcKvAAL","false","Q-001244","","","","Picklist","a0XWD000002hCCr2AM","","false","false","May I ask you a few more questions to better understand your needs?","","","4.0","","a304x000000EWnRAAW",""
"a0gWD000002Gz1XYAS","005al00000RVcKvAAL","false","Q-001245","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you prefer to monitor your account activity?","","","8.0","","a304x000000EWnSAAW",""
"a0gWD000002Gz1YYAS","005al00000RVcKvAAL","false","Q-001246","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay for purchases?","","","6.0","","a304x000000EWnTAAW",""
"a0gWD000002Gz1ZYAS","005al00000RVcKvAAL","false","Q-001247","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay your monthly bills?","","","7.0","","a304x000000EWnUAAW",""
"a0gWD000002Gz1aYAC","005al00000RVcKvAAL","false","Q-001248","","","","Picklist","a0XWD000002hCCr2AM","","true","false","How often do you send money out of the country?","","","0.0","","a304x000000EWnVAAW",""
"a0gWD000002Gz1bYAC","005al00000RVcKvAAL","false","Q-001249","","","","Picklist","a0XWD000002hCCr2AM","","false","false","Do you typically make cash deposits?","","","2.0","","a304x000000EWnWAAW",""
"a0gWD000002Gz1cYAC","005al00000RVcKvAAL","false","Q-001250","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How much in cash are you typically depositing?","","","3.0","","a304x000000EWnXAAW",""
"a0gWD000002Gz1dYAC","005al00000RVcKvAAL","false","Q-001251","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically make your deposits?","","","1.0","","a304x000000EWnYAAW",""
"a0gWD000002Gz1eYAC","005al00000RVcKvAAL","false","Q-001252","","","","Picklist","a0XWD000002hCCr2AM","","false","false","What type of automatic payments do you have coming out of your accounts?","","","5.0","","a304x000000EWnZAAW",""
"a0gWD000002Gz1fYAC","005al00000RVcKvAAL","false","Q-001253","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a304x000000EWnaAAG",""
"a0gWD000002Gz1gYAC","005al00000RVcKvAAL","false","Q-001254","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a304x000000EWnbAAG",""
"a0gWD000002Gz1hYAC","005al00000RVcKvAAL","false","Q-001255","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a304x000000EWncAAG",""
"a0gWD000002Gz1iYAC","005al00000RVcKvAAL","false","Q-001256","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a304x000000EWndAAG",""
"a0gWD000002Gz1jYAC","005al00000RVcKvAAL","false","Q-001257","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a304x000000EWneAAG",""
"a0gWD000002Gz1kYAC","005al00000RVcKvAAL","false","Q-001258","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a304x000000EWnfAAG",""
"a0gWD000002Gz1lYAC","005al00000RVcKvAAL","false","Q-001259","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a304x000000EWngAAG",""
"a0gWD000002Gz1mYAC","005al00000RVcKvAAL","false","Q-001260","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a304x000000EWnhAAG",""
"a0gWD000002Gz1nYAC","005al00000RVcKvAAL","false","Q-001261","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a304x000000EWniAAG",""
"a0gWD000002Gz1oYAC","005al00000RVcKvAAL","false","Q-001262","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a304x000000EWnjAAG",""
"a0gWD000002Gz1pYAC","005al00000RVcKvAAL","false","Q-001263","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a304x000000EWnkAAG",""
"a0gWD000002Gz1qYAC","005al00000RVcKvAAL","false","Q-001264","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a304x000000EWnlAAG",""
"a0gWD000002Gz1rYAC","005al00000RVcKvAAL","false","Q-001265","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any funds under the credit facility?","","","3.0","","a308c000000GIPZAA4",""
"a0gWD000002Gz1sYAC","005al00000RVcKvAAL","false","Q-001266","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How often do you send money out of the country?","","","0.0","","a308c000000GIPaAAO",""
"a0gWD000002Gz1tYAC","005al00000RVcKvAAL","false","Q-001267","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically make your deposits?","","","1.0","","a308c000000GIPbAAO",""
"a0gWD000002Gz1uYAC","005al00000RVcKvAAL","false","Q-001268","","","","Picklist","a0XWD000002hCCr2AM","","false","false","Do you typically make cash deposits?","","","2.0","","a308c000000GIPcAAO",""
"a0gWD000002Gz1vYAC","005al00000RVcKvAAL","false","Q-001269","","","","Picklist","a0XWD000002hCCr2AM","","false","false","May I ask you a few more questions to better understand your needs?","","","4.0","","a308c000000GIPdAAO",""
"a0gWD000002Gz1wYAC","005al00000RVcKvAAL","false","Q-001270","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan secured by a residential dwelling including: 1-2 Family home (condominium) Manufactured housing (with or without land) Multi-family dwelling (five or more units)?","","","0.0","","a308c000000GIPeAAO",""
"a0gWD000002Gz1xYAC","005al00000RVcKvAAL","false","Q-001271","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a308c000000GIPfAAO",""
"a0gWD000002Gz1yYAC","005al00000RVcKvAAL","false","Q-001272","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan purpose to purchase, improve, or refinance a dwelling?","","","1.0","","a308c000000GIPgAAO",""
"a0gWD000002Gz1zYAC","005al00000RVcKvAAL","false","Q-001273","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of imporving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a308c000000GIPhAAO",""
"a0gWD000002Gz20YAC","005al00000RVcKvAAL","false","Q-001274","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan a construction-only, bridge loan, or other temporary financing expected to be replaced with permanent financing?","","","3.0","","a308c000000GIPiAAO",""
"a0gWD000002Gz21YAC","005al00000RVcKvAAL","false","Q-001275","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan IS NOT HMDA Reportable.","","","4.0","","a308c000000GIPjAAO",""
"a0gWD000002Gz22YAC","005al00000RVcKvAAL","false","Q-001276","","","","Picklist","a0XWD000002hCCv2AM","","false","false","Is any borrower, co-borrower, or guarantor an executive officer, director, or principal shareholder of that bank, of a bank holding company of which the member bank is a subsidiary, and of any other subsidiary of that bank holding company?","","","0.0","","a308c000000GIPkAAO",""
