"Id","OwnerId","IsDeleted","Name","nFORCE__Label__c","nFORCE__Order__c","nFORCE__Question__c","nFORCE__lookupKey__c","nFORCE__Api_Value__c","nFORCE__Is_Default__c"
"a2zbn000000Dof5AAC","005bn000003k2JdAAI","","O-000228","Yes","1.0","a30bn000004af5iAAA","a2zbn000000DoiIAAS","","false"
"a2zbn000000Dof6AAC","005bn000003k2JdAAI","","O-000229","No","2.0","a30bn000004af5iAAA","a2zbn000000DoiJAAS","","false"
"a2zbn000000Dof7AAC","005bn000003k2JdAAI","","O-000230","No","2.0","a30bn000004af5gAAA","a2zbn000000DoiKAAS","","false"
"a2zbn000000Dof8AAC","005bn000003k2JdAAI","","O-000231","Yes","1.0","a30bn000004af5eAAA","a2zbn000000DoiLAAS","","false"
"a2zbn000000Dof9AAC","005bn000003k2JdAAI","","O-000232","Yes - By selecting this option, this record will be marked HMDA Reportable","1.0","a30bn000004af5jAAA","a2zbn000000DoiMAAS","","false"
"a2zbn000000DofAAAS","005bn000003k2JdAAI","","O-000233","Yes - By selecting this option, this record will be marked as an Employee Loan","1.0","a30bn000004af5kAAA","a2zbn000000DoiNAAS","","false"
"a2zbn000000DofBAAS","005bn000003k2JdAAI","","O-000234","No","2.0","a30bn000004af5lAAA","a2zbn000000DoiOAAS","","false"
"a2zbn000000DofCAAS","005bn000003k2JdAAI","","O-000235","Yes","1.0","a30bn000004af5mAAA","a2zbn000000DoiPAAS","","false"
"a2zbn000000DofDAAS","005bn000003k2JdAAI","","O-000236","Yes - By selecting this option, this record will be marked Reg W Reportable","1.0","a30bn000004af5nAAA","a2zbn000000DoiQAAS","","false"
"a2zbn000000DofEAAS","005bn000003k2JdAAI","","O-000237","No","2.0","a30bn000004af5oAAA","a2zbn000000DoiRAAS","","false"
"a2zbn000000DofFAAS","005bn000003k2JdAAI","","O-000238","No","2.0","a30bn000004af5pAAA","a2zbn000000DoiSAAS","","false"
"a2zbn000000DofGAAS","005bn000003k2JdAAI","","O-000239","Yes","1.0","a30bn000004af5qAAA","a2zbn000000DoiTAAS","","false"
"a2zbn000000DofHAAS","005bn000003k2JdAAI","","O-000240","Yes","1.0","a30bn000004af5rAAA","a2zbn000000DoiUAAS","","false"
"a2zbn000000DofIAAS","005bn000003k2JdAAI","","O-000241","Yes","1.0","a30bn000004af5sAAA","a2zbn000000DoiVAAS","","false"
"a2zbn000000DofJAAS","005bn000003k2JdAAI","","O-000242","Yes - By selecting this option, the record will be marked CRA Reportable.","1.0","a30bn000004af5tAAA","a2zbn000000DoiWAAS","","false"
"a2zbn000000DofKAAS","005bn000003k2JdAAI","","O-000243","None of the above","4.0","a30bn000004af5uAAA","a2zbn000000DoiXAAS","","false"
"a2zbn000000DofLAAS","005bn000003k2JdAAI","","O-000244","No","2.0","a30bn000004af5vAAA","a2zbn000000DoiYAAS","","false"
"a2zbn000000DofMAAS","005bn000003k2JdAAI","","O-000245","No","2.0","a30bn000004af5wAAA","a2zbn000000DoiZAAS","","false"
"a2zbn000000DofNAAS","005bn000003k2JdAAI","","O-000246","No","2.0","a30bn000004af5xAAA","a2zbn000000DoiaAAC","","false"
"a2zbn000000DofOAAS","005bn000003k2JdAAI","","O-000247","No","2.0","a30bn000004af5yAAA","a2zbn000000DoibAAC","","false"
"a2zbn000000DofPAAS","005bn000003k2JdAAI","","O-000248","Yes, the loan is HVCRE reportable.","1.0","a30bn000004af5zAAA","a2zbn000000DoicAAC","","false"
"a2zbn000000DofQAAS","005bn000003k2JdAAI","","O-000249","Yes - By selecting this option, the loan will be marked Reg O Reportable.","1.0","a30bn000004af5lAAA","a2zbn000000DoidAAC","","false"
"a2zbn000000DofRAAS","005bn000003k2JdAAI","","O-000250","No","2.0","a30bn000004af69AAA","a2zbn000000DoieAAC","","false"
"a2zbn000000DofSAAS","005bn000003k2JdAAI","","O-000251","Yes, this loan IS NOT HMDA Reportable","1.0","a30bn000004af6AAAQ","a2zbn000000DoifAAC","","false"
"a2zbn000000DofTAAS","005bn000003k2JdAAI","","O-000252","No","2.0","a30bn000004af5kAAA","a2zbn000000DoigAAC","","false"
"a2zbn000000DofUAAS","005bn000003k2JdAAI","","O-000253","Yes","1.0","a30bn000004af69AAA","a2zbn000000DoihAAC","","false"
"a2zbn000000DofVAAS","005bn000003k2JdAAI","","O-000254","Yes","1.0","a30bn000004af5dAAA","a2zbn000000DoiiAAC","","false"
"a2zbn000000DofWAAS","005bn000003k2JdAAI","","O-000255","Yes","1.0","a30bn000004af5fAAA","a2zbn000000DoijAAC","","false"
"a2zbn000000DofXAAS","005bn000003k2JdAAI","","O-000256","No","2.0","a30bn000004af5cAAA","a2zbn000000DoikAAC","","false"
"a2zbn000000DofYAAS","005bn000003k2JdAAI","","O-000257","No","2.0","a30bn000004af5hAAA","a2zbn000000DoilAAC","","false"
"a2zbn000000DofZAAS","005bn000003k2JdAAI","","O-000258","No","2.0","a30bn000004af5mAAA","a2zbn000000DoimAAC","","false"
"a2zbn000000DofaAAC","005bn000003k2JdAAI","","O-000259","Yes","1.0","a30bn000004af6BAAQ","a2zbn000000DoinAAC","","false"
"a2zbn000000DofbAAC","005bn000003k2JdAAI","","O-000260","No","2.0","a30bn000004af6BAAQ","a2zbn000000DoioAAC","","false"
"a2zbn000000DofcAAC","005bn000003k2JdAAI","","O-000261","Yes","1.0","a30bn000004af6CAAQ","a2zbn000000DoipAAC","","false"
"a2zbn000000DofdAAC","005bn000003k2JdAAI","","O-000262","No","2.0","a30bn000004af6CAAQ","a2zbn000000DoiqAAC","","false"
"a2zbn000000DofeAAC","005bn000003k2JdAAI","","O-000263","Yes","1.0","a30bn000004af6DAAQ","a2zbn000000DoirAAC","","false"
"a2zbn000000DoffAAC","005bn000003k2JdAAI","","O-000264","No","2.0","a30bn000004af6DAAQ","a2zbn000000DoisAAC","","false"
"a2zbn000000DofgAAC","005bn000003k2JdAAI","","O-000265","Yes","1.0","a30bn000004af6EAAQ","a2zbn000000DoitAAC","","false"
"a2zbn000000DofhAAC","005bn000003k2JdAAI","","O-000266","No","2.0","a30bn000004af6EAAQ","a2zbn000000DoiuAAC","","false"
"a2zbn000000DofiAAC","005bn000003k2JdAAI","","O-000267","A 1-4 Family Residence","1.0","a30bn000004af5uAAA","a2zbn000000DoivAAC","","false"
"a2zbn000000DofjAAC","005bn000003k2JdAAI","","O-000268","A Community Development Project","2.0","a30bn000004af5uAAA","a2zbn000000DoiwAAC","","false"
"a2zbn000000DofkAAC","005bn000003k2JdAAI","","O-000269","Agricultural Land Purchased for Development","3.0","a30bn000004af5uAAA","a2zbn000000DoixAAC","","false"
"a2zbn000000DoflAAC","005bn000003k2JdAAI","","O-000270","Yes","1.0","a30bn000004af5vAAA","a2zbn000000DoiyAAC","","false"
"a2zbn000000DofmAAC","005bn000003k2JdAAI","","O-000271","Yes","1.0","a30bn000004af5wAAA","a2zbn000000DoizAAC","","false"
"a2zbn000000DofqAAC","005bn000003k2JdAAI","","O-000275","Yes","1.0","a30bn000004af5oAAA","a2zbn000000Doj0AAC","","false"
"a2zbn000000DofnAAC","005bn000003k2JdAAI","","O-000272","Yes","1.0","a30bn000004af5yAAA","a2zbn000000Doj1AAC","","false"
"a2zbn000000DofoAAC","005bn000003k2JdAAI","","O-000273","Yes","1.0","a30bn000004af5xAAA","a2zbn000000Doj2AAC","","false"
"a2zbn000000DofpAAC","005bn000003k2JdAAI","","O-000274","Yes, this Loan is not HVCRE reportable.","1.0","a30bn000004af6GAAQ","a2zbn000000Doj3AAC","","false"
"a2zbn000000DofrAAC","005bn000003k2JdAAI","","O-000276","Yes","1.0","a30bn000004af5pAAA","a2zbn000000Doj4AAC","","false"
"a2zbn000000DofsAAC","005bn000003k2JdAAI","","O-000277","No","2.0","a30bn000004af5qAAA","a2zbn000000Doj5AAC","","false"
"a2zbn000000DoftAAC","005bn000003k2JdAAI","","O-000278","No","2.0","a30bn000004af5rAAA","a2zbn000000Doj6AAC","","false"
"a2zbn000000DofuAAC","005bn000003k2JdAAI","","O-000279","No","2.0","a30bn000004af5sAAA","a2zbn000000Doj7AAC","","false"
"a2zbn000000DofvAAC","005bn000003k2JdAAI","","O-000280","Yes","1.0","a30bn000004af6HAAQ","a2zbn000000Doj8AAC","","false"
"a2zbn000000DofwAAC","005bn000003k2JdAAI","","O-000281","No","2.0","a30bn000004af5jAAA","a2zbn000000Doj9AAC","","false"
"a2zbn000000DofxAAC","005bn000003k2JdAAI","","O-000282","No","2.0","a30bn000004af5nAAA","a2zbn000000DojAAAS","","false"
