"Id","OwnerId","IsDeleted","Name","nFORMS__Description__c","nFORMS__Enable_FLS__c","nFORMS__Enforce_Masking__c","nFORMS__Filter__c","nFORMS__Form_Purpose__c","nFORMS__Is_Active__c","nFORMS__Output_Type__c","nFORMS__Page_Dimension_Unit__c","nFORMS__Page_Width__c","nFORMS__Primary_Object__c","nFORMS__Save_To_Docman__c","nFORMS__Template_Input_Type__c","nFORMS__lookupKey__c","nFORMS__Document_Output_Type__c"
"a5rWE000000FjSDYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42482854589402857","Word"
"a5rWE000000FjSEYA0","005al00000RVcKvAAL","false","LT023 Cert of Covenant Compliance","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42489746529217129","Word"
"a5rWE000000FjSFYA0","005al00000RVcKvAAL","false","LT017 Letter of Non Crystalisation","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42495846955860457","Word"
"a5rWE000000FjSGYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42496339935561344","PDF"
"a5rWE000000FjSHYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42499001784455243","PDF"
"a5rWE000000FjSIYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42499705792907061","PDF"
"a5rWE000000FjSJYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42505301679036687","PDF"
"a5rWE000000FjSKYA0","005al00000RVcKvAAL","false","FM056 Prec Legal Charge B2L","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42508424923831415","Word"
"a5rWE000000FjQ1YAK","005al00000RVcKvAAL","false","FM036 Borrowers Application Form","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42512632526657158","Word"
"a5rWE000000FjSLYA0","005al00000RVcKvAAL","false","FM068 Sole Director Resolution","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42517083755987363","Word"
"a5rWE000000FjSMYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42519191995555028","PDF"
"a5rWE000000FjSNYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42520254424175130","PDF"
"a5rWE000000FjSOYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42520563138866991","Word"
"a5rWE000000FjSPYA0","005al00000RVcKvAAL","false","QA_Platinum_Plan","QA_Platinum_Plan","true","true","","General","true","PDF","Inches","","LLC_BI__Deposit__c","true","HTML","42523371758461804","PDF"
"a5rWE000000FjSQYA0","005al00000RVcKvAAL","false","FM069 B2L Loan Document","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42528093168152052","Word"
"a5rWE000000FjSRYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42529325491195898","PDF"
"a5rWE000000FjSSYA0","005al00000RVcKvAAL","false","FM066 Report on Title","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42550750111686789","Word"
"a5rWE000000FjSTYA0","005al00000RVcKvAAL","false","LT005 Decline Letter","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42569009729648879","Word"
"a5rWE000000FjSUYA0","005al00000RVcKvAAL","false","FM058 Prec Personal Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42589989960229561","Word"
"a5rWE000000FjSVYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42590651150431931","PDF"
"a5rWE000000FjUXYA0","005al00000RVcKvAAL","false","Test-Form-Template-0217","Test-Form-Template-0217","true","true","","General","true","html","Inches","","Credit Memo","false","HTML","42597856920563564","HTML"
"a5rWE000000FjSWYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42600744416221244","PDF"
"a5rWE000000FjSXYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42639638689274992","Word"
"a5rWE000000FjSYYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42647420735903299","Word"
"a5rWE000000FjSZYA0","005al00000RVcKvAAL","false","FM067 Board Resolution","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42656086107590941","Word"
"a5rWE000000FjSaYAK","005al00000RVcKvAAL","false","IN009 Watchlist 2a Action Plan","","true","true","","General","false","Word","Inches","","Account","false","Word","42661154748624296","Word"
"a5rWE000000FjSbYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42666674609906711","Word"
"a5rWE000000FjUeYAK","005al00000Q6IbCAAV","false","Beneficial Ownership","","true","true","{{IF=""A""}}{{COND=""A""FIELD=""LLC_BI__Loan__c.LLC_BI__Account__r.Type""NOT=""Individual""}}{{ENDIF}}","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42676895586993173","Word"
"a5rWE000000FjScYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42683498406498423","Word"
"a5rWE000000FjSdYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42686975318374620","Word"
"a5rWE000000FjSeYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42688585687192319","PDF"
"a5rWE000000FjSfYAK","005al00000RVcKvAAL","false","FM073 Loan Terms","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42688922101438027","Word"
"a5rWE000000FjUYYA0","005al00000RVcKvAAL","false","Test Form Template","","true","true","","General","true","Temp","Inches","","Obj","false","Word","42697729493964772","PDF"
"a5rWE000000FjSgYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42705021422282251","PDF"
"a5rWE000000FjShYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42713233946392110","PDF"
"a5rWE000000FjSiYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42718296566022471","Word"
"a5rWE000000FjUZYA0","005al00000RVcKvAAL","false","New Doc Rec","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42718390428484522","Word"
"a5rWE000000FjSjYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42719090075374135","Word"
"a5rWE000000FjUjYAK","005al00000RVcKvAAL","false","Boarding Data Sheet","Loan Boarding Data Sheet","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42720351860149510","Word"
"a5rWE000000FjSkYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42729419967494398","Word"
"a5rWE000000FjUhYAK","005al00000RVcKvAAL","false","Standard Commercial Short Form","Use this credit template for standard commercial loans.","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Product_Package__c","false","HTML","42739175983591357","HTML"
"a5rWE000000FjSlYAK","005al00000RVcKvAAL","false","FM064 Directors Certificate","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42739179341774532","Word"
"a5rWE000000FjSmYAK","005al00000RVcKvAAL","false","FM059 Prec Sub Deed Multiple Loans","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42743388778983018","Word"
"a5rWE000000FjSnYAK","005al00000RVcKvAAL","false","Williams","","true","true","","General","false","","Inches","","Account_Security","false","Word","42744599073187020","Words"
"a5rWE000000FjSoYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42747224206627082","Word"
"a5rWE000000FjSpYAK","005al00000RVcKvAAL","false","LT013 Valuation Instruction","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42749439188203254","Word"
"a5rWE000000FjSqYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42752346008744725","PDF"
"a5rWE000000FjUaYAK","005al00000RVcKvAAL","false","Test-FormsTemplate","Test for nCino","true","true","","General","true","pdf","Inches","","nFORCE__Group__c","false","Word","42753393510574758","PDF"
"a5rWE000000FjSrYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42755324254290338","PDF"
"a5rWE000000FjSsYAK","005al00000RVcKvAAL","false","Consumer Adverse Action- Co-Borrowers","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42765844656996028","PDF"
"a5rWE000000FjStYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42766683487094494","PDF"
"a5rWE000000FjSuYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42770222600560503","Word"
"a5rWE000000FjSvYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42775563965014235","Word"
"a5rWE000000FjSwYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42776710443578221","Word"
"a5rWE000000FjSxYAK","005al00000RVcKvAAL","false","FM053 Prec Deed of Priority: Legal Mortgage","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42780394263470950","Word"
"a5rWE000000FjSyYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42781337298015145","Word"
"a5rWE000000FjSzYAK","005al00000RVcKvAAL","false","Small Business Credit Memo","Credit Memo for all Small Business loans","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Loan__c","true","HTML","42782395031682678","HTML"
"a5rWE000000FjQ2YAK","005al00000RVcKvAAL","false","MSA SCH A Change Service Form","","true","true","","General","false","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","42784911129475881","Word"
"a5rWE000000FjT0YAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42786559811169500","Word"
"a5rWE000000FjT1YAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42792679674956710","Word"
"a5rWE000000FjT2YAK","005al00000RVcKvAAL","false","FM049 Prec Intercreditor Deed","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42794611406026551","Word"
"a5rWE000000FjT3YAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42797465637806721","PDF"
"a5rWE000000FjT4YAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42801569345642506","PDF"
"a5rWE000000FjUbYAK","005al00000RVcKvAAL","false","NewFormTemp-1023","Test Word Document Type","true","true","","General","true","Word","Inches","","Credit Memo","true","Word","42803150083971388","Word"
"a5rWE000000FjT5YAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42815140349724218","PDF"
"a5rWE000000FjT6YAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","4282239835854169","Word"
"a5rWE000000FjT7YAK","005al00000RVcKvAAL","false","LT016 Fin Covenant Breach - BANK WAIVER","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42826236230424836","Word"
"a5rWE000000FjT8YAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42833702357404981","PDF"
"a5rWE000000FjT9YAK","005al00000RVcKvAAL","false","Executive Pricing Summary","","true","true","","General","false","Word","Inches","","LLC_BI__Scenario__c","false","Word","42833743782922224","Word"
"a5rWE000000FjTAYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42836992482810393","Word"
"a5rWE000000FjTBYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42840011381153742","Word"
"a5rWE000000FjTCYA0","005al00000RVcKvAAL","false","FM060 Prec Sub Deed Single Loan","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42857667448911251","Word"
"a5rWE000000FjTDYA0","005al00000RVcKvAAL","false","FM044 Business Profile","","true","true","","General","false","Word","Inches","","Account","false","Word","42859665221572707","Word"
"a5rWE000000FjTEYA0","005al00000RVcKvAAL","false","Consumer - Counter Offer- Amount/Term","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","true","Word","42872282314590968","PDF"
"a5rWE000000FjTFYA0","005al00000RVcKvAAL","false","FM011 Drawdown Instructions","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42876360670694595","Word"
"a5rWE000000FjTGYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42884235966763107","PDF"
"a5rWE000000FjTHYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42896128511848576","PDF"
"a5rWE000000FjTIYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42897626544140930","Word"
"a5rWE000000FjTJYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42899850695901360","PDF"
"a5rWE000000FjTKYA0","005al00000RVcKvAAL","false","LT007 Fixed Rate Letter","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42906042755499468","Word"
"a5rWE000000FjTLYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42919401140357783","Word"
"a5rWE000000FjTMYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42931877594241519","Word"
"a5rWE000000FjTNYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42932392930504146","PDF"
"a5rWE000000FjTOYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42937141512701291","Word"
"a5rWE000000FjUqYAK","005al00000RVcKvAAL","false","Review Credit Memo","Review Credit Memo","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Review__c","false","HTML","42939755381098155","HTML"
"a5rWE000000FjTPYA0","005al00000RVcKvAAL","false","FM054 Prec Deed of Priority Mortgage Debenture","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42941539308165819","Word"
"a5rWE000000FjTQYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42943349214354889","PDF"
"a5rWE000000FjTRYA0","005al00000RVcKvAAL","false","FM062 Business Monitoring Checklist","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42944460708163324","Word"
"a5rWE000000FjTSYA0","005al00000RVcKvAAL","false","Adverse Action Letter-01","Loan Description-01","true","true","","General","true","HTML","Inches","","LLC_BI__Loan__c","true","HTML","42945817499168956","HTML"
"a5rWE000000FjTTYA0","005al00000RVcKvAAL","false","FM050 Prec Corporate Guarantee","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42947779617735569","Word"
"a5rWE000000FjTUYA0","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42957591322306856","PDF"
"a5rWE000000FjTVYA0","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42959761280088420","Word"
"a5rWE000000FjTWYA0","005al00000RVcKvAAL","false","Consumer Adverse Action- Borrower","","true","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","42962943840510108","PDF"
"a5rWE000000FjUnYAK","005al00000RVcKvAAL","false","Commerial Credit Memo","Use this template to generate a Credit Memo for commercial deal presentations and credit committee review","true","true","","Credit Memo","true","HTML","Inches","","LLC_BI__Product_Package__c","false","HTML","42966989010402205","HTML"
"a5rWE000000FjTXYA0","005al00000RVcKvAAL","false","FM057 Prec Legal Charge","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42967669743457356","Word"
"a5rWE000000FjTYYA0","005al00000RVcKvAAL","false","FM030 How We Work with you","","true","true","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","42968709495035317","Word"
"a5rWE000000FjUrYAK","005al00000RVcKvAAL","false","Commitment Letter / Term Sheet","Generic Term Sheet","true","true","","General","true","PDF","Inches","","LLC_BI__Loan__c","false","Word","42972107535279122","PDF"
"a5rWE000000FjTZYA0","005al00000RVcKvAAL","false","Test TISA Silver Checking","","true","true","{{IF=""A""}} {{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product__c"" IS=""Silver Checking""}} {{ENDIF}}","General","true","Word","Inches","","LLC_BI__Deposit__c","false","Word","42974249022515160","PDF"
"a5rWE000000FjTaYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42978236178149775","PDF"
"a5rWE000000FjTbYAK","005al00000RVcKvAAL","false","newData Added for Fee Template - 2","","true","true","","General","false","","Inches","","LLC_BI__Treasury_Service__c","false","HTML","42978835586809112","PDF"
"a5rWE000000FjTcYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42979508681157988","Word"
"a5rWE000000FjTdYAK","005al00000RVcKvAAL","false","newData Added for Fee Template -1","","true","true","","General","false","","Inches","","Account","false","Word","42980543091346688","Word"
"a5rWE000000FjTeYAK","005al00000RVcKvAAL","false","Authorization to Pull Credit","Use this form to collect a customer signature to pull credit score","false","false","","General","true","Word","Inches","","Account","false","Word","a1s5f000000mhpvAAA","Word"
"a5rWE000000FjTfYAK","005al00000RVcKvAAL","false","Document Checklist","","false","true","","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000mhq1AAA","Word"
"a5rWE000000FjTgYAK","005al00000RVcKvAAL","false","Adverse Action Letter","nCino Gold Standard Adverse Action Letter.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000mhq2AAA","Word"
"a5rWE000000FjThYAK","005al00000RVcKvAAL","false","Fees Checklist for Closing","Fee Summary Document to help the bank closers prepare GL tickets.","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" NOT=""Card""}}{{ENDIF}}","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000mhq3AAA","Word"
"a5rWE000000FjTiYAK","005al00000RVcKvAAL","false","General Ledger Tickets","General Ledger Ticket that can used to process the Banks loan fees.","false","false","","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000mhq4AAA","Word"
"a5rWE000000FjQ3YAK","005al00000RVcKvAAL","false","MSA SCH A Change Service Form","Use this form to remove Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s5f000000mhq5AAA","Word"
"a5rWE000000FjTjYAK","005al00000RVcKvAAL","false","Covenant Letter","Form letter used to notify my relationship accounts of when covenants are coming due","false","false","","General","true","Word","Inches","","Account","false","Word","a1s5f000000mhq6AAA","Word"
"a5rWE000000FjTkYAK","005al00000RVcKvAAL","false","Master Services Agreement","Master Services Agreement for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s5f000000mhq7AAA","Word"
"a5rWE000000FjTlYAK","005al00000RVcKvAAL","false","Executive Pricing Summary","Treasury Service- Executive Pricing Summary for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Scenario__c","false","Word","a1s5f000000mhq8AAA","Word"
"a5rWE000000FjTmYAK","005al00000RVcKvAAL","false","Proposal Letter","nCino Gold Standard Proposal Letter.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000mhqAAAQ","Word"
"a5rWE000000FjTnYAK","005al00000RVcKvAAL","false","Authorization to Pull Credit","Use this form to collect a customer signature to pull credit score","false","false","","General","true","Word","Inches","","Account","false","Word","a1s5f000000tCO4AAM","PDF"
"a5rWE000000FjToYAK","005al00000RVcKvAAL","false","Document Checklist","","false","true","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000tCO5AAM","PDF"
"a5rWE000000FjTpYAK","005al00000RVcKvAAL","false","Adverse Action Letter","nCino Gold Standard Adverse Action Letter.","false","false","","General","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000tCO6AAM","PDF"
"a5rWE000000FjTqYAK","005al00000RVcKvAAL","false","Fees Checklist for Closing","Fee Summary Document to help the bank closers prepare GL tickets.","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" NOT=""Card""}}{{ENDIF}}","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000tCO7AAM","PDF"
"a5rWE000000FjTrYAK","005al00000RVcKvAAL","false","General Ledger Tickets","General Ledger Ticket that can used to process the Banks loan fees.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000tCO8AAM","PDF"
"a5rWE000000FjQ4YAK","005al00000RVcKvAAL","false","MSA SCH A Change Service Form","Use this form to remove Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s5f000000tCO9AAM","PDF"
"a5rWE000000FjTsYAK","005al00000RVcKvAAL","false","Covenant Letter","Form letter used to notify my relationship accounts of when covenants are coming due","false","false","","General","true","Word","Inches","","Account","false","Word","a1s5f000000tCOAAA2","PDF"
"a5rWE000000FjTtYAK","005al00000RVcKvAAL","false","Master Services Agreement","Master Services Agreement for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s5f000000tCOBAA2","PDF"
"a5rWE000000FjTuYAK","005al00000RVcKvAAL","false","Executive Pricing Summary","Treasury Service- Executive Pricing Summary for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Scenario__c","false","Word","a1s5f000000tCOCAA2","PDF"
"a5rWE000000FjTvYAK","005al00000RVcKvAAL","false","Proposal Letter","nCino Gold Standard Proposal Letter.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s5f000000tCOHAA2","PDF"
"a5rWE000000FjTwYAK","005al00000RVcKvAAL","false","Authorization to Pull Credit","Use this form to collect a customer signature to pull credit score","false","false","","General","true","Word","Inches","","Account","false","Word","a1s8c000007f8y5AAA","Word"
"a5rWE000000FjTxYAK","005al00000RVcKvAAL","false","Document Checklist","","false","true","","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s8c000007f8yBAAQ","Word"
"a5rWE000000FjTyYAK","005al00000RVcKvAAL","false","Adverse Action Letter","nCino Gold Standard Adverse Action Letter.","false","false","No filter Updated","Credit Memo","true","HTML","Inches","","LLC_BI__Loan__c","true","HTML","a1s8c000007f8yCAAQ","HTML"
"a5rWE000000FjTzYAK","005al00000RVcKvAAL","false","Fees Checklist for Closing","Fee Summary Document to help the bank closers prepare GL tickets.","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" NOT=""Card""}}{{ENDIF}}","Credit Memo","false","PDF","Inches","","LLC_BI__Loan__c","false","Word","a1s8c000007f8yDAAQ","PDF"
"a5rWE000000FjU0YAK","005al00000RVcKvAAL","false","General Ledger Tickets","General Ledger Ticket that can used to process the Banks loan fees.","false","false","","Credit Memo","false","PDF","Inches","","LLC_BI__Loan__c","false","Word","a1s8c000007f8yEAAQ","PDF"
"a5rWE000000FjQ5YAK","005al00000RVcKvAAL","false","MSA SCH A Change Service Form","Use this form to remove Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s8c000007f8yFAAQ","Word"
"a5rWE000000FjU1YAK","005al00000RVcKvAAL","false","Covenant Letter","Form letter used to notify my relationship accounts of when covenants are coming due","false","false","","General","true","Word","Inches","","Account","false","Word","a1s8c000007f8yGAAQ","Word"
"a5rWE000000FjU2YAK","005al00000RVcKvAAL","false","Master Services Agreement","Master Services Agreement for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Treasury_Service__c","false","Word","a1s8c000007f8yHAAQ","Word"
"a5rWE000000FjU3YAK","005al00000RVcKvAAL","false","Executive Pricing Summary","Treasury Service- Executive Pricing Summary for nCino Financial Treasury Services","false","false","","General","true","Word","Inches","","LLC_BI__Scenario__c","false","Word","a1s8c000007f8yIAAQ","Word"
"a5rWE000000FjU4YAK","005al00000RVcKvAAL","false","Proposal Letter","nCino Gold Standard Proposal Letter.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1s8c000007f8yKAAQ","Word"
"a5rWE000000FjU5YAK","005al00000RVcKvAAL","false","Authorization to Pull Credit","Use this form to collect a customer signature to pull credit score","false","false","","General","true","Word","Inches","","Account","false","Word","a1sHo00000cSqp5IAC","Word"
"a5rWE000000FjU6YAK","005al00000RVcKvAAL","false","Document Checklist","","false","true","","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1sHo00000cSqpBIAS","Word"
"a5rWE000000FjU7YAK","005al00000RVcKvAAL","false","Adverse Action Letter","nCino Gold Standard Adverse Action Letter.","false","false","","General","true","Word","Inches","","LLC_BI__Loan__c","false","Word","a1sHo00000cSqpCIAS","Word"
"a5rWE000000FjU8YAK","005al00000RVcKvAAL","false","Fees Checklist for Closing","Fee Summary Document to help the bank closers prepare GL tickets.","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" NOT=""Card""}}{{ENDIF}}","Credit Memo","false","Word","Inches","","LLC_BI__Loan__c","false","Word","a1sHo00000cSqpDIAS","Word"
