"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a1UWD0000024YNo2AM","false","CLA-BD-0001181","a1WWD000002Ehn92AC","0.0","","Lights - LED","","20.0","","","","","a23bn000001w0ShAAI","0.0","0.0","","0.0"
"a1UWD0000024YNp2AM","false","CLA-BD-0001182","a1WWD000002Ehn92AC","0.0","","Electrical and Low Voltage","","1.0","","","","","a23bn000001w0SiAAI","0.0","0.0","","0.0"
"a1UWD0000024YNq2AM","false","CLA-BD-0001183","a1WWD000002Ehn92AC","0.0","","Mechanical","","2.0","","","","","a23bn000001w0SjAAI","0.0","0.0","","0.0"
"a1UWD0000024YNr2AM","false","CLA-BD-0001184","a1WWD000002Ehn92AC","0.0","","Plumbing","","3.0","","","","","a23bn000001w0SkAAI","0.0","0.0","","0.0"
"a1UWD0000024YNs2AM","false","CLA-BD-0001185","a1WWD000002Ehn92AC","0.0","","Painting (Interior and Exterior)","","4.0","","","","","a23bn000001w0SlAAI","0.0","0.0","","0.0"
"a1UWD0000024YNt2AM","false","CLA-BD-0001186","a1WWD000002Ehn92AC","0.0","","Flooring","","5.0","","","","","a23bn000001w0SmAAI","0.0","0.0","","0.0"
"a1UWD0000024YNu2AM","false","CLA-BD-0001187","a1WWD000002Ehn92AC","0.0","","Ceiling","","6.0","","","","","a23bn000001w0SnAAI","0.0","0.0","","0.0"
"a1UWD0000024YNv2AM","false","CLA-BD-0001188","a1WWD000002Ehn92AC","0.0","","Drywall and Framing","","7.0","","","","","a23bn000001w0SoAAI","0.0","0.0","","0.0"
"a1UWD0000024YNw2AM","false","CLA-BD-0001189","a1WWD000002Ehn92AC","0.0","","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","","","a23bn000001w0SpAAI","0.0","0.0","","0.0"
"a1UWD0000024YNx2AM","false","CLA-BD-0001190","a1WWD000002EhnA2AS","0.0","","Corporate Decor Package Installation","","93.0","","","","","a23bn000001w0SqAAI","0.0","0.0","","0.0"
"a1UWD0000024YNy2AM","false","CLA-BD-0001191","a1WWD000002Ehn92AC","0.0","","Demo","","9.0","","","","","a23bn000001w0SrAAI","0.0","0.0","","0.0"
"a1UWD0000024YNz2AM","false","CLA-BD-0001192","a1WWD000002Ehn92AC","0.0","","CMU - Stucco","","11.0","","","","","a23bn000001w0SsAAI","0.0","0.0","","0.0"
"a1UWD0000024YO02AM","false","CLA-BD-0001193","a1WWD000002EhnA2AS","0.0","","Cabinets / Millwork","","88.0","","","","","a23bn000001w0StAAI","0.0","0.0","","0.0"
"a1UWD0000024YO12AM","false","CLA-BD-0001194","a1WWD000002EhnA2AS","0.0","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","","","a23bn000001w0SuAAI","0.0","0.0","","0.0"
"a1UWD0000024YO22AM","false","CLA-BD-0001195","a1WWD000002EhnA2AS","0.0","","Lighting Fixtures","","85.0","","","","","a23bn000001w0SvAAI","0.0","0.0","","0.0"
"a1UWD0000024YO32AM","false","CLA-BD-0001196","a1WWD000002EhnA2AS","0.0","","100 ft secondary service","","84.0","","","","","a23bn000001w0SwAAI","0.0","0.0","","0.0"
"a1UWD0000024YO42AM","false","CLA-BD-0001197","a1WWD000002EhnA2AS","0.0","","Fire Extinguishers","","87.0","","","","","a23bn000001w0SxAAI","0.0","0.0","","0.0"
"a1UWD0000024YO52AM","false","CLA-BD-0001198","a1WWD000002EhnA2AS","0.0","","Caulking","","91.0","","","","","a23bn000001w0SyAAI","0.0","0.0","","0.0"
"a1UWD0000024YO62AM","false","CLA-BD-0001199","a1WWD000002EhnA2AS","0.0","","Toilet Partitions","","89.0","","","","","a23bn000001w0SzAAI","0.0","0.0","","0.0"
"a1UWD0000024YO72AM","false","CLA-BD-0001200","a1WWD000002EhnA2AS","0.0","","Roofing","","59.0","","","","","a23bn000001w0T0AAI","0.0","0.0","","0.0"
"a1UWD0000024YO82AM","false","CLA-BD-0001201","a1WWD000002EhnA2AS","0.0","","Finish Carpentry Labor","","60.0","","","","","a23bn000001w0T1AAI","0.0","0.0","","0.0"
"a1UWD0000024YO92AM","false","CLA-BD-0001202","a1WWD000002EhnA2AS","0.0","","Rough Carpentry Labor","","61.0","","","","","a23bn000001w0T2AAI","0.0","0.0","","0.0"
"a1UWD0000024YOA2A2","false","CLA-BD-0001203","a1WWD000002EhnA2AS","0.0","","Rough Carpentry Material","","62.0","","","","","a23bn000001w0T3AAI","0.0","0.0","","0.0"
"a1UWD0000024YOB2A2","false","CLA-BD-0001204","a1WWD000002EhnA2AS","0.0","","Sheet Metal","","63.0","","","","","a23bn000001w0T4AAI","0.0","0.0","","0.0"
"a1UWD0000024YOC2A2","false","CLA-BD-0001205","a1WWD000002EhnA2AS","0.0","","Insulation","","64.0","","","","","a23bn000001w0T5AAI","0.0","0.0","","0.0"
"a1UWD0000024YOD2A2","false","CLA-BD-0001206","a1WWD000002EhnA2AS","0.0","","Glass & Glazing","","65.0","","","","","a23bn000001w0T6AAI","0.0","0.0","","0.0"
"a1UWD0000024YOE2A2","false","CLA-BD-0001207","a1WWD000002EhnA2AS","0.0","","Drywall & Metal Studs","","66.0","","","","","a23bn000001w0T7AAI","0.0","0.0","","0.0"
"a1UWD0000024YOF2A2","false","CLA-BD-0001208","a1WWD000002EhnA2AS","0.0","","Acoustic Tile","","67.0","","","","","a23bn000001w0T8AAI","0.0","0.0","","0.0"
"a1UWD0000024YOG2A2","false","CLA-BD-0001209","a1WWD000002EhnA2AS","0.0","","Painting","","68.0","","","","","a23bn000001w0T9AAI","0.0","0.0","","0.0"
"a1UWD0000024YOH2A2","false","CLA-BD-0001210","a1WWD000002EhnA2AS","0.0","","Ceramic tile","","69.0","","","","","a23bn000001w0TAAAY","0.0","0.0","","0.0"
"a1UWD0000024YOI2A2","false","CLA-BD-0001211","a1WWD000002EhnA2AS","0.0","","EIFS / Lath & Plaster","","70.0","","","","","a23bn000001w0TBAAY","0.0","0.0","","0.0"
"a1UWD0000024YOJ2A2","false","CLA-BD-0001212","a1WWD000002EhnA2AS","0.0","","Misc. S.S.","","71.0","","","","","a23bn000001w0TCAAY","0.0","0.0","","0.0"
"a1UWD0000024YOK2A2","false","CLA-BD-0001213","a1WWD000002EhnA2AS","0.0","","Toilet accessories","","72.0","","","","","a23bn000001w0TDAAY","0.0","0.0","","0.0"
"a1UWD0000024YOL2A2","false","CLA-BD-0001214","a1WWD000002EhnA2AS","0.0","","GC Installed Items","","73.0","","","","","a23bn000001w0TEAAY","0.0","0.0","","0.0"
"a1UWD0000024YOM2A2","false","CLA-BD-0001215","a1WWD000002EhnA2AS","0.0","","H.V.A.C. System","","74.0","","","","","a23bn000001w0TFAAY","0.0","0.0","","0.0"
"a1UWD0000024YON2A2","false","CLA-BD-0001216","a1WWD000002EhnA2AS","0.0","","TABC - Air Balance (Required)","","75.0","","","","","a23bn000001w0TGAAY","0.0","0.0","","0.0"
"a1UWD0000024YOO2A2","false","CLA-BD-0001217","a1WWD000002EhnA2AS","0.0","","Plumbing","","76.0","","","","","a23bn000001w0THAAY","0.0","0.0","","0.0"
"a1UWD0000024YOP2A2","false","CLA-BD-0001218","a1WWD000002EhnA2AS","0.0","","Fire Sprinkler (if required)","","77.0","","","","","a23bn000001w0TIAAY","0.0","0.0","","0.0"
"a1UWD0000024YOQ2A2","false","CLA-BD-0001219","a1WWD000002EhnA2AS","0.0","","Metal Fab","","78.0","","","","","a23bn000001w0TJAAY","0.0","0.0","","0.0"
"a1UWD0000024YOR2A2","false","CLA-BD-0001220","a1WWD000002EhnA2AS","0.0","","Cedar brackets","","79.0","","","","","a23bn000001w0TKAAY","0.0","0.0","","0.0"
"a1UWD0000024YOS2A2","false","CLA-BD-0001221","a1WWD000002EhnA2AS","0.0","","Termite Treat","","80.0","","","","","a23bn000001w0TLAAY","0.0","0.0","","0.0"
"a1UWD0000024YOT2A2","false","CLA-BD-0001222","a1WWD000002EhnA2AS","0.0","","Electrical Labor","","81.0","","","","","a23bn000001w0TMAAY","0.0","0.0","","0.0"
"a1UWD0000024YOU2A2","false","CLA-BD-0001223","a1WWD000002EhnA2AS","0.0","","Electrical Material","","82.0","","","","","a23bn000001w0TNAAY","0.0","0.0","","0.0"
"a1UWD0000024YOV2A2","false","CLA-BD-0001224","a1WWD000002EhnA2AS","0.0","","Power Management System","","83.0","","","","","a23bn000001w0TOAAY","0.0","0.0","","0.0"
"a1UWD0000024YOW2A2","false","CLA-BD-0001225","a1WWD000002EhnA2AS","0.0","","F.R.P. and marlite","","86.0","","","","","a23bn000001w0TPAAY","0.0","0.0","","0.0"
"a1UWD0000024YOX2A2","false","CLA-BD-0001226","a1WWD000002EhnA2AS","0.0","","Gas to Property Line","","1.0","","","","","a23bn000001w0TQAAY","0.0","0.0","","0.0"
"a1UWD0000024YOY2A2","false","CLA-BD-0001227","a1WWD000002EhnA2AS","0.0","","Water to Property line","","2.0","","","","","a23bn000001w0TRAAY","0.0","0.0","","0.0"
"a1UWD0000024YOZ2A2","false","CLA-BD-0001228","a1WWD000002EhnA2AS","0.0","","Sewer to Property Line","","3.0","","","","","a23bn000001w0TSAAY","0.0","0.0","","0.0"
"a1UWD0000024YOa2AM","false","CLA-BD-0001229","a1WWD000002EhnA2AS","0.0","","New electric service","","4.0","","","","","a23bn000001w0TTAAY","0.0","0.0","","0.0"
"a1UWD0000024YOb2AM","false","CLA-BD-0001230","a1WWD000002EhnA2AS","0.0","","Power pole - new or relocate","","5.0","","","","","a23bn000001w0TUAAY","0.0","0.0","","0.0"
"a1UWD0000024YOc2AM","false","CLA-BD-0001231","a1WWD000002EhnA2AS","0.0","","Street light - new or relocate","","6.0","","","","","a23bn000001w0TVAAY","0.0","0.0","","0.0"
"a1UWD0000024YOd2AM","false","CLA-BD-0001232","a1WWD000002EhnA2AS","0.0","","Telephone Pole","","7.0","","","","","a23bn000001w0TWAAY","0.0","0.0","","0.0"
"a1UWD0000024YOe2AM","false","CLA-BD-0001233","a1WWD000002EhnA2AS","0.0","","Off site fire hydrant","","8.0","","","","","a23bn000001w0TXAAY","0.0","0.0","","0.0"
"a1UWD0000024YOf2AM","false","CLA-BD-0001234","a1WWD000002EhnA2AS","0.0","","Traffic signals - new or relocate","","9.0","","","","","a23bn000001w0TYAAY","0.0","0.0","","0.0"
"a1UWD0000024YOg2AM","false","CLA-BD-0001235","a1WWD000002EhnA2AS","0.0","","Offsite Demolition","","10.0","","","","","a23bn000001w0TZAAY","0.0","0.0","","0.0"
"a1UWD0000024YOh2AM","false","CLA-BD-0001236","a1WWD000002EhnA2AS","0.0","","New Curb & Gutter","","11.0","","","","","a23bn000001w0TaAAI","0.0","0.0","","0.0"
"a1UWD0000024YOi2AM","false","CLA-BD-0001237","a1WWD000002EhnA2AS","0.0","","New sidewalk","","12.0","","","","","a23bn000001w0TbAAI","0.0","0.0","","0.0"
"a1UWD0000024YOj2AM","false","CLA-BD-0001238","a1WWD000002EhnA2AS","0.0","","New approaches","","13.0","","","","","a23bn000001w0TcAAI","0.0","0.0","","0.0"
"a1UWD0000024YOk2AM","false","CLA-BD-0001239","a1WWD000002EhnA2AS","0.0","","Street paving and markings","","14.0","","","","","a23bn000001w0TdAAI","0.0","0.0","","0.0"
"a1UWD0000024YOl2AM","false","CLA-BD-0001240","a1WWD000002EhnA2AS","0.0","","Temp sidewalk","","15.0","","","","","a23bn000001w0TeAAI","0.0","0.0","","0.0"
"a1UWD0000024YOm2AM","false","CLA-BD-0001241","a1WWD000002EhnA2AS","0.0","","Storm Drain","","16.0","","","","","a23bn000001w0TfAAI","0.0","0.0","","0.0"
"a1UWD0000024YOn2AM","false","CLA-BD-0001242","a1WWD000002EhnA2AS","0.0","","Relocate Transformer","","17.0","","","","","a23bn000001w0TgAAI","0.0","0.0","","0.0"
"a1UWD0000024YOo2AM","false","CLA-BD-0001243","a1WWD000002EhnA2AS","0.0","","Survey","","18.0","","","","","a23bn000001w0ThAAI","0.0","0.0","","0.0"
"a1UWD0000024YOp2AM","false","CLA-BD-0001244","a1WWD000002EhnA2AS","0.0","","Soils","","20.0","","","","","a23bn000001w0TiAAI","0.0","0.0","","0.0"
"a1UWD0000024YOq2AM","false","CLA-BD-0001245","a1WWD000002EhnA2AS","0.0","","Grade fill / cut","","21.0","","","","","a23bn000001w0TjAAI","0.0","0.0","","0.0"
"a1UWD0000024YOr2AM","false","CLA-BD-0001246","a1WWD000002EhnA2AS","0.0","","Site Demolition","","22.0","","","","","a23bn000001w0TkAAI","0.0","0.0","","0.0"
"a1UWD0000024YOs2AM","false","CLA-BD-0001247","a1WWD000002EhnA2AS","0.0","","Retaining wall","","23.0","","","","","a23bn000001w0TlAAI","0.0","0.0","","0.0"
"a1UWD0000024YOt2AM","false","CLA-BD-0001248","a1WWD000002EhnA2AS","0.0","","Trash Enclosure","","24.0","","","","","a23bn000001w0TmAAI","0.0","0.0","","0.0"
"a1UWD0000024YOu2AM","false","CLA-BD-0001249","a1WWD000002EhnA2AS","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","a23bn000001w0TnAAI","0.0","0.0","","0.0"
"a1UWD0000024YOv2AM","false","CLA-BD-0001250","a1WWD000002EhnA2AS","0.0","","Storm Drain","","26.0","","","","","a23bn000001w0ToAAI","0.0","0.0","","0.0"
"a1UWD0000024YOw2AM","false","CLA-BD-0001251","a1WWD000002EhnA2AS","0.0","","Concrete Sidewalks","","27.0","","","","","a23bn000001w0TpAAI","0.0","0.0","","0.0"
"a1UWD0000024YOx2AM","false","CLA-BD-0001252","a1WWD000002EhnA2AS","0.0","","Concrete light bases","","28.0","","","","","a23bn000001w0TqAAI","0.0","0.0","","0.0"
"a1UWD0000024YOy2AM","false","CLA-BD-0001253","a1WWD000002EhnA2AS","0.0","","Electrical site work/labor","","29.0","","","","","a23bn000001w0TrAAI","0.0","0.0","","0.0"
"a1UWD0000024YOz2AM","false","CLA-BD-0001254","a1WWD000002EhnA2AS","0.0","","Site Lighting Material","","30.0","","","","","a23bn000001w0TsAAI","0.0","0.0","","0.0"
"a1UWD0000024YP02AM","false","CLA-BD-0001255","a1WWD000002EhnA2AS","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","a23bn000001w0TtAAI","0.0","0.0","","0.0"
"a1UWD0000024YP12AM","false","CLA-BD-0001256","a1WWD000002EhnA2AS","0.0","","Plumbing sit work","","32.0","","","","","a23bn000001w0TuAAI","0.0","0.0","","0.0"
"a1UWD0000024YP22AM","false","CLA-BD-0001257","a1WWD000002EhnA2AS","0.0","","Telephone Underground","","33.0","","","","","a23bn000001w0TvAAI","0.0","0.0","","0.0"
"a1UWD0000024YP32AM","false","CLA-BD-0001258","a1WWD000002EhnA2AS","0.0","","Concrete paving","","34.0","","","","","a23bn000001w0TwAAI","0.0","0.0","","0.0"
"a1UWD0000024YP42AM","false","CLA-BD-0001259","a1WWD000002EhnA2AS","0.0","","Asphalt paving & striping","","35.0","","","","","a23bn000001w0TxAAI","0.0","0.0","","0.0"
"a1UWD0000024YP52AM","false","CLA-BD-0001260","a1WWD000002EhnA2AS","0.0","","Landscaping w/ Irrigation (Required)","","36.0","","","","","a23bn000001w0TyAAI","0.0","0.0","","0.0"
"a1UWD0000024YP62AM","false","CLA-BD-0001261","a1WWD000002EhnA2AS","0.0","","Bollard w/ Covers","","37.0","","","","","a23bn000001w0TzAAI","0.0","0.0","","0.0"
"a1UWD0000024YP72AM","false","CLA-BD-0001262","a1WWD000002EhnA2AS","0.0","","Fire Sprinkler Service","","38.0","","","","","a23bn000001w0U0AAI","0.0","0.0","","0.0"
"a1UWD0000024YP82AM","false","CLA-BD-0001263","a1WWD000002EhnA2AS","0.0","","Erosion & Dust Control","","39.0","","","","","a23bn000001w0U1AAI","0.0","0.0","","0.0"
"a1UWD0000024YP92AM","false","CLA-BD-0001264","a1WWD000002EhnA2AS","0.0","","Fire Hydrant","","40.0","","","","","a23bn000001w0U2AAI","0.0","0.0","","0.0"
"a1UWD0000024YPA2A2","false","CLA-BD-0001265","a1WWD000002EhnA2AS","0.0","","Dumpster Approach","","41.0","","","","","a23bn000001w0U3AAI","0.0","0.0","","0.0"
"a1UWD0000024YPB2A2","false","CLA-BD-0001266","a1WWD000002EhnA2AS","0.0","","Wheel stops","","42.0","","","","","a23bn000001w0U4AAI","0.0","0.0","","0.0"
"a1UWD0000024YPC2A2","false","CLA-BD-0001267","a1WWD000002EhnA2AS","0.0","","Preasure Washing","","43.0","","","","","a23bn000001w0U5AAI","0.0","0.0","","0.0"
"a1UWD0000024YPD2A2","false","CLA-BD-0001268","a1WWD000002EhnA2AS","0.0","","Service Yard Conc/CMU","","44.0","","","","","a23bn000001w0U6AAI","0.0","0.0","","0.0"
"a1UWD0000024YPE2A2","false","CLA-BD-0001269","a1WWD000002EhnA2AS","0.0","","Barricades/Signs","","45.0","","","","","a23bn000001w0U7AAI","0.0","0.0","","0.0"
"a1UWD0000024YPF2A2","false","CLA-BD-0001270","a1WWD000002EhnA2AS","0.0","","Signage","","46.0","","","","","a23bn000001w0U8AAI","0.0","0.0","","0.0"
"a1UWD0000024YPG2A2","false","CLA-BD-0001271","a1WWD000002EhnA2AS","0.0","","Misc.","","47.0","","","","","a23bn000001w0U9AAI","0.0","0.0","","0.0"
"a1UWD0000024YPH2A2","false","CLA-BD-0001272","a1WWD000002EhnA2AS","0.0","","Building Demolition","","48.0","","","","","a23bn000001w0UAAAY","0.0","0.0","","0.0"
"a1UWD0000024YPI2A2","false","CLA-BD-0001273","a1WWD000002EhnA2AS","0.0","","Building Concrete Material","","49.0","","","","","a23bn000001w0UBAAY","0.0","0.0","","0.0"
"a1UWD0000024YPJ2A2","false","CLA-BD-0001274","a1WWD000002EhnA2AS","0.0","","Building Concrete Labor","","50.0","","","","","a23bn000001w0UCAAY","0.0","0.0","","0.0"
"a1UWD0000024YPK2A2","false","CLA-BD-0001275","a1WWD000002EhnA2AS","0.0","","Concrete Foundation( Include building slab)","","51.0","","","","","a23bn000001w0UDAAY","0.0","0.0","","0.0"
"a1UWD0000024YPL2A2","false","CLA-BD-0001276","a1WWD000002EhnA2AS","0.0","","Masonry/Building","","52.0","","","","","a23bn000001w0UEAAY","0.0","0.0","","0.0"
"a1UWD0000024YPM2A2","false","CLA-BD-0001277","a1WWD000002EhnA2AS","0.0","","Structural Steel","","53.0","","","","","a23bn000001w0UFAAY","0.0","0.0","","0.0"
"a1UWD0000024YPN2A2","false","CLA-BD-0001278","a1WWD000002EhnA2AS","0.0","","Finish Lumber & Doors","","54.0","","","","","a23bn000001w0UGAAY","0.0","0.0","","0.0"
"a1UWD0000024YPO2A2","false","CLA-BD-0001279","a1WWD000002EhnA2AS","0.0","","Metal Doors & Frames","","55.0","","","","","a23bn000001w0UHAAY","0.0","0.0","","0.0"
"a1UWD0000024YPP2A2","false","CLA-BD-0001280","a1WWD000002EhnA2AS","0.0","","Wood Doors","","56.0","","","","","a23bn000001w0UIAAY","0.0","0.0","","0.0"
"a1UWD0000024YPQ2A2","false","CLA-BD-0001281","a1WWD000002EhnA2AS","0.0","","Finish Hardware","","57.0","","","","","a23bn000001w0UJAAY","0.0","0.0","","0.0"
"a1UWD0000024YPR2A2","false","CLA-BD-0001282","a1WWD000002EhnA2AS","0.0","","Framing Labor","","58.0","","","","","a23bn000001w0UKAAY","0.0","0.0","","0.0"
"a1UWD0000024YPS2A2","false","CLA-BD-0001283","a1WWD000002EhnA2AS","0.0","","Misc.","","92.0","","","","","a23bn000001w0ULAAY","0.0","0.0","","0.0"
